"customer_id","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies"
"0093-XWZFY",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"1980-KXVPM",True,"Yes","Fiber optic","No","No","No","No","No","No"
"7703-ZEKEF",True,"Yes","Fiber optic","No","No","Yes","No","No","No"
"0723-DRCLG",True,"Yes","Fiber optic","No","No","No","No","No","No"
"5482-NUPNA",True,"No","DSL","Yes","Yes","No","Yes","No","No"
"1122-JWTJW",True,"No","Fiber optic","No","No","No","No","No","No"
"1699-HPSBG",True,"No","DSL","No","No","No","Yes","Yes","No"
"8775-CEBBJ",True,"No","DSL","No","No","No","No","No","No"
"6894-LFHLY",True,"Yes","Fiber optic","No","No","No","No","No","No"
"0639-TSIQW",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No"
"8361-LTMKD",True,"Yes","Fiber optic","No","No","No","No","No","No"
"7590-VHVEG",False,"No phone service","DSL","No","Yes","No","No","No","No"
"5575-GNVDE",True,"No","DSL","Yes","No","Yes","No","No","No"
"7795-CFOCW",False,"No phone service","DSL","Yes","No","Yes","Yes","No","No"
"1452-KIOVK",True,"Yes","Fiber optic","No","Yes","No","No","Yes","No"
"6713-OKOMC",False,"No phone service","DSL","Yes","No","No","No","No","No"
"6388-TABGU",True,"No","DSL","Yes","Yes","No","No","No","No"
"9763-GRSKD",True,"No","DSL","Yes","No","No","No","No","No"
"7469-LKBCI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8091-TTVAX",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"5129-JLPIS",True,"No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"3655-SNQYZ",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"8191-XWSZG",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9959-WOFKT",True,"Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
"4183-MYFRB",True,"No","Fiber optic","No","Yes","Yes","No","No","Yes"
"1680-VDCWW",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3638-WEABW",True,"Yes","DSL","No","Yes","No","Yes","No","No"
"6322-HRPFA",True,"No","DSL","Yes","Yes","No","Yes","No","No"
"6865-JZNKO",True,"No","DSL","Yes","Yes","No","No","No","No"
"5248-YGIJN",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"3841-NFECX",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","No","No"
"4929-XIHVW",True,"No","Fiber optic","No","No","Yes","No","Yes","Yes"
"6827-IEAUQ",True,"No","DSL","Yes","Yes","Yes","Yes","No","No"
"7310-EGVHZ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3413-BMNZE",True,"No","DSL","No","No","No","No","No","No"
"6234-RAAPL",True,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No"
"6572-ADKRS",True,"No","Fiber optic","No","No","Yes","No","No","No"
"8865-TNMNX",True,"No","DSL","No","Yes","No","No","No","No"
"9489-DEDVP",True,"Yes","DSL","Yes","Yes","No","No","Yes","No"
"9867-JCZSP",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4671-VJLCL",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","No"
"4080-IIARD",True,"Yes","DSL","Yes","Yes","No","Yes","Yes","No"
"7639-LIAYI",True,"Yes","DSL","Yes","No","No","Yes","Yes","Yes"
"2954-PIBKO",True,"Yes","DSL","Yes","No","Yes","Yes","No","No"
"8012-SOUDQ",True,"Yes","Fiber optic","No","Yes","No","No","Yes","No"
"6575-SUVOI",True,"Yes","DSL","Yes","No","No","Yes","Yes","No"
"4667-QONEA",True,"No","DSL","Yes","Yes","Yes","Yes","No","Yes"
"8769-KKTPH",True,"Yes","Fiber optic","Yes","No","No","No","Yes","Yes"
"5067-XJQFU",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"3957-SQXML",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5954-BDFSG",True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes"
"0434-CSFON",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"1215-FIGMP",True,"Yes","Fiber optic","No","Yes","No","No","Yes","No"
"0526-SXDJP",False,"No phone service","DSL","Yes","Yes","Yes","No","No","No"
"0557-ASKVU",True,"No","DSL","No","No","Yes","Yes","No","No"
"5122-CYFXA",True,"No","DSL","No","Yes","No","Yes","Yes","Yes"
"8627-ZYGSZ",True,"Yes","Fiber optic","No","Yes","No","No","No","No"
"3410-YOQBQ",True,"No","DSL","No","Yes","Yes","Yes","Yes","Yes"
"3170-NMYVV",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7410-OIEDU",True,"No","Fiber optic","Yes","No","Yes","No","No","No"
"2273-QCKXA",True,"No","DSL","No","No","No","Yes","No","No"
"0731-EBJQB",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1891-QRQSA",True,"Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes"
"8028-PNXHQ",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5630-AHZIL",True,"No","DSL","Yes","No","No","Yes","No","Yes"
"2673-CXQEU",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"6416-JNVRK",True,"No","DSL","No","No","No","No","No","Yes"
"5590-ZSKRV",True,"No","DSL","Yes","Yes","No","No","No","No"
"0191-ZHSKZ",True,"No","DSL","Yes","Yes","No","No","Yes","Yes"
"3887-PBQAO",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8108-UXRQN",False,"No phone service","DSL","Yes","No","No","No","Yes","Yes"
"9919-YLNNG",True,"No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"0318-ZOPWS",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4445-ZJNMU",True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"4808-YNLEU",True,"No","DSL","Yes","No","No","No","Yes","No"
"1862-QRWPE",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2796-NNUFI",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3016-KSVCP",False,"No phone service","DSL","No","No","No","No","Yes","No"
"4767-HZZHQ",True,"No","Fiber optic","No","Yes","Yes","No","No","No"
"2424-WVHPL",True,"No","Fiber optic","No","No","No","Yes","No","No"
"7233-PAHHL",True,"Yes","DSL","Yes","No","Yes","Yes","Yes","Yes"
"6067-NGCEU",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"9848-JQJTX",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"9803-FTJCG",True,"Yes","DSL","Yes","Yes","No","Yes","No","No"
"3212-KXOCR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7255-SSFBC",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"3301-LSLWQ",True,"Yes","DSL","Yes","No","No","No","No","Yes"
"6380-ARCEH",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3679-XASPY",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7123-WQUHX",True,"Yes","Fiber optic","No","No","Yes","Yes","Yes","No"
"5386-THSLQ",False,"No phone service","DSL","No","Yes","Yes","No","Yes","No"
"6180-YBIQI",False,"No phone service","DSL","No","No","No","No","No","No"
"6728-DKUCO",True,"Yes","Fiber optic","Yes","Yes","No","No","Yes","Yes"
"9750-BOOHV",False,"No phone service","DSL","Yes","No","No","No","No","No"
"8597-CWYHH",True,"Yes","Fiber optic","No","No","No","No","Yes","Yes"
"2848-YXSMW",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4549-ZDQYY",True,"No","DSL","Yes","No","Yes","Yes","No","No"
"5712-AHQNN",True,"No","Fiber optic","No","Yes","Yes","No","Yes","No"
"5256-SKJGO",False,"No phone service","DSL","No","Yes","No","Yes","Yes","Yes"
"3071-VBYPO",True,"No","Fiber optic","Yes","Yes","No","No","Yes","No"
"9560-BBZXK",False,"No phone service","DSL","Yes","No","No","No","No","No"
"8402-OOOHJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9445-ZUEQE",True,"Yes","Fiber optic","No","Yes","No","Yes","No","No"
"1091-SOZGA",True,"Yes","Fiber optic","No","No","Yes","No","Yes","Yes"
"2928-HLDBA",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6497-TILVL",True,"No","DSL","Yes","No","No","No","No","No"
"7219-TLZHO",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4622-YNKIJ",True,"No","Fiber optic","Yes","No","No","Yes","Yes","No"
"6734-PSBAW",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3930-ZGWVE",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2639-UGMAZ",False,"No phone service","DSL","Yes","Yes","No","No","Yes","Yes"
"2876-GZYZC",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"8587-XYZSF",True,"No","DSL","No","No","No","Yes","No","No"
"7799-LGRDP",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7850-VWJUU",True,"No","Fiber optic","Yes","No","No","No","No","No"
"3774-VBNXY",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6217-KDYWC",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3146-MSEGF",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"1095-WGNGG",True,"Yes","Fiber optic","No","Yes","No","No","Yes","Yes"
"2636-SJDOU",True,"Yes","Fiber optic","Yes","Yes","No","No","No","No"
"1131-QQZEB",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5716-EZXZN",True,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No"
"6837-BJYDQ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6440-DKQGE",True,"No","DSL","No","Yes","Yes","No","Yes","No"
"3466-BYAVD",True,"No","DSL","No","Yes","Yes","Yes","No","Yes"
"3780-YVMFA",True,"No","DSL","No","No","No","Yes","Yes","Yes"
"1679-JRFBR",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"9073-ZZIAY",True,"No","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"3077-RSNTJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6551-GNYDG",True,"No","Fiber optic","No","No","No","No","No","Yes"
"9167-APMXZ",True,"Yes","Fiber optic","No","No","No","No","Yes","No"
"2749-CTKAJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6371-NZYEG",True,"No","DSL","Yes","No","Yes","No","Yes","No"
"7554-NEWDD",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8992-VONJD",True,"No","DSL","Yes","Yes","No","No","No","No"
"4482-EWFMI",True,"No","Fiber optic","No","No","No","No","No","No"
"4648-YPBTM",True,"Yes","DSL","No","Yes","Yes","Yes","No","Yes"
"2907-ILJBN",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6345-FZOQH",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5997-OPVFA",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"1159-WFSGR",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7654-YWJUF",True,"No","Fiber optic","Yes","No","Yes","Yes","No","No"
"6727-IOTLZ",True,"No","DSL","No","Yes","Yes","Yes","Yes","Yes"
"5918-VUKWP",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1744-JHKYS",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5947-SGKCL",True,"Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes"
"3712-PKXZA",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6582-OIVSP",True,"No","DSL","No","No","No","No","No","No"
"5524-KHNJP",True,"No","DSL","Yes","No","Yes","No","Yes","Yes"
"4827-USJHP",True,"No","DSL","No","Yes","No","No","No","No"
"8167-GJLRN",False,"No phone service","DSL","No","No","No","Yes","No","No"
"0956-SYCWG",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"8017-UVSZU",True,"Yes","DSL","No","Yes","No","No","No","No"
"7100-FQPRV",True,"Yes","DSL","Yes","No","No","Yes","No","Yes"
"2984-RGEYA",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9680-NIAUV",True,"Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes"
"2146-EGVDT",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2604-IJPDU",True,"No","Fiber optic","Yes","Yes","No","Yes","Yes","No"
"9178-JHUVJ",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6168-YBYNP",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"2740-TVLFN",True,"Yes","DSL","No","No","No","No","No","No"
"3645-DEYGF",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"9323-HGFWY",True,"No","Fiber optic","Yes","No","No","Yes","Yes","Yes"
"8544-GOQSH",True,"No","Fiber optic","No","Yes","No","Yes","No","No"
"3363-DTIVD",True,"Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes"
"7018-WBJNK",True,"No","Fiber optic","No","No","No","No","Yes","No"
"9142-KZXOP",True,"No","Fiber optic","No","No","No","No","No","No"
"7674-YTAFD",True,"No","Fiber optic","No","Yes","No","Yes","No","No"
"6348-SNFUS",False,"No phone service","DSL","Yes","Yes","Yes","Yes","No","Yes"
"1347-KTTTA",True,"No","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"4195-NZGTA",False,"No phone service","DSL","No","No","No","No","No","No"
"7157-SMCFK",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4709-LKHYG",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"2504-DSHIH",True,"Yes","Fiber optic","No","No","No","No","No","Yes"
"0699-NDKJM",False,"No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes"
"9286-BHDQG",False,"No phone service","DSL","Yes","Yes","Yes","Yes","No","No"
"0230-WEQUW",False,"No phone service","DSL","Yes","Yes","Yes","Yes","Yes","No"
"2040-LDIWQ",True,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
"6496-JDSSB",True,"No","Fiber optic","No","No","No","No","Yes","No"
"4443-EMBNA",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6469-MRVET",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"5961-VUSRV",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"6778-JFCMK",False,"No phone service","DSL","Yes","No","No","No","Yes","Yes"
"6341-JVQGF",True,"No","DSL","Yes","No","Yes","Yes","Yes","Yes"
"4811-JBUVU",True,"Yes","Fiber optic","No","No","No","Yes","No","Yes"
"0945-TSONX",True,"Yes","DSL","Yes","Yes","No","Yes","Yes","Yes"
"2651-ZCBXV",True,"Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
"3316-UWXUY",True,"No","Fiber optic","Yes","Yes","No","Yes","No","Yes"
"7083-MIOPC",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"1984-GPTEH",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"0621-JFHOL",False,"No phone service","DSL","No","No","No","Yes","No","No"
"9903-LYSAB",True,"Yes","Fiber optic","No","No","No","No","No","No"
"9227-UAQFT",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"7301-ABVAD",True,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
"6614-FHDBO",True,"Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes"
"7576-ASEJU",True,"No","DSL","Yes","No","No","Yes","Yes","Yes"
"9058-HRZSV",True,"No","Fiber optic","Yes","Yes","Yes","No","No","Yes"
"4522-AKYLR",True,"No","DSL","No","Yes","Yes","No","No","No"
"0221-WMXNQ",True,"No","Fiber optic","Yes","No","No","No","No","No"
"0303-UNCIP",True,"Yes","DSL","No","No","Yes","No","No","Yes"
"0959-WHOKV",True,"Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes"
"4075-JFPGR",True,"No","Fiber optic","Yes","Yes","Yes","No","Yes","No"
"3282-ZISZV",True,"Yes","DSL","No","Yes","Yes","Yes","Yes","Yes"
"3675-YDUPJ",True,"No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"4111-BNXIF",False,"No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes"
"7017-VFHAY",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"6655-LHBYW",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"5046-NUHWD",False,"No phone service","DSL","Yes","No","Yes","No","No","Yes"
"7529-ZDFXI",True,"Yes","Fiber optic","No","Yes","No","No","No","Yes"
"7605-BDWDC",False,"No phone service","DSL","Yes","Yes","No","Yes","No","Yes"
"1950-KSVVJ",True,"Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes"
"0123-CRBRT",True,"Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes"
"6292-TOSSS",True,"Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service"
"3197-ARFOY",True,"No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes"
